CompoundName,material_system,phase_route,MixerLine,bounds_scope,sample_count,Stage2_DryMixing_Duration_min,Stage2_DryMixing_Duration_max,Stage2_DryMixing_Duration_nominal,Stage4_WetMixing_Duration_min,Stage4_WetMixing_Duration_max,Stage4_WetMixing_Duration_nominal,Stage5_PID_Duration_min,Stage5_PID_Duration_max,Stage5_PID_Duration_nominal,Stage6_BottomMixing_Duration_min,Stage6_BottomMixing_Duration_max,Stage6_BottomMixing_Duration_nominal,Target_Temperature_min,Target_Temperature_max,Target_Temperature_nominal
M1-S08156B1-- 02 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,9,46.4,48.0,47.0,20.4,82.2,40.0,15.8,33.2,17.0,58.4,60.6,59.0,145.0,145.0,145.0
M1-S08156B1-- 02 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,36,45.75,52.25,47.5,24.75,46.25,33.0,15.75,21.0,18.0,27.0,68.0,48.5,145.0,145.0,145.0
M1-S08156B1-- 03 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-S16701W3-- 02 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011-M-- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,20,34.0,42.15,38.0,26.1,34.1,32.0,17.95,30.35,24.0,71.95,96.0,73.0,155.0,155.0,155.0
M1-T00011-M-- 01 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,10,34.45,39.1,37.0,17.2,33.0,29.5,17.45,31.25,20.0,89.0,115.55,96.0,155.0,155.0,155.0
M1-T00011B2-- 14 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,23,35.0,37.9,35.0,14.1,35.0,32.0,17.1,35.0,20.0,49.0,104.3,59.0,155.0,155.0,155.0
M1-T00011B2-- 14 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,64,35.0,40.0,35.0,4.0,11.0,7.0,39.0,66.0,44.0,60.0,126.45,110.0,150.0,150.0,150.0
M1-T00011B2-- 16 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,63,36.1,49.9,46.0,7.0,28.0,10.0,24.2,44.9,40.0,42.1,98.0,77.0,155.0,155.0,155.0
M1-T00011B2-- 16 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,44,37.0,44.85,38.0,5.0,9.85,6.0,43.15,61.0,51.0,49.0,111.85,65.5,150.0,150.0,150.0
M1-T00011B2-- 21 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,13,40.0,40.0,40.0,5.0,11.8,9.0,40.0,44.0,41.0,58.0,178.6,60.0,150.0,150.0,150.0
M1-T00011B2-- 21 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,10,40.0,46.4,40.0,20.45,38.55,34.0,20.45,30.7,22.0,71.0,91.0,89.0,158.0,158.0,158.0
M1-T00011B2-- 21 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011B2-- 22 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011B2-- 22 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,8,42.35,45.0,44.0,14.35,31.65,28.0,22.35,43.8,24.5,61.0,80.85,61.5,158.0,158.0,158.0
M1-T00011B2-- 22 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,47.8,61.0,57.0,14.4,31.0,16.0,18.2,30.0,29.0,75.0,76.0,76.0,158.0,158.0,158.0
M1-T00011B2-- 23 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011B2-- 23 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011B2-- 23 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,12,28.0,29.0,28.0,35.0,37.45,37.0,21.0,23.45,22.0,82.55,84.0,83.0,150.0,150.0,150.0
M1-T00011B8-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011B8-- 01 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,6,41.0,45.75,42.5,6.25,14.25,10.5,33.25,39.0,37.5,43.25,45.0,44.0,150.0,150.0,150.0
M1-T00011XV-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T00011XZ-- 04 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T01102W2-- 01 007,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,17,105.0,129.2,113.0,0.0,0.0,0.0,72.2,86.0,78.0,49.0,70.0,51.0,165.0,165.0,165.0
M1-T01102W2-- 01 008,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T01102W2-- 01 009,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T01102W2-- 01 010,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,11,109.0,134.0,116.0,0.0,0.0,0.0,46.5,74.0,61.0,99.5,107.0,103.0,165.0,165.0,165.0
M1-T01102XP-- 05 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T01139-M-- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T01139B--- 11 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,6,13.0,14.0,13.5,51.0,57.25,55.0,47.5,51.75,50.0,84.25,86.0,85.0,155.0,155.0,155.0
M1-T01139B--- 11 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T02128W5-- 04 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,10,31.9,34.0,34.0,61.0,66.55,64.0,33.45,36.55,35.0,70.45,72.55,71.0,165.0,165.0,165.0
M1-T02128W5-- 04 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,34.0,34.0,34.0,67.0,72.6,69.0,22.6,30.0,30.0,89.6,92.8,92.0,165.0,165.0,165.0
M1-T02128W5-- 04 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T05073---- 06 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T05073---- 06 007,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T05073XV-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T09170---- 23 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,395,30.0,41.0,40.0,41.0,64.3,51.0,27.0,35.0,31.0,123.0,126.0,124.0,165.0,165.0,165.0
M1-T09170---- 23 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,68,33.35,41.0,41.0,48.0,66.3,54.0,28.0,39.3,32.0,124.0,127.0,125.0,165.0,165.0,165.0
M1-T09170---- 24 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,10,20.45,29.1,21.0,41.35,45.55,44.0,21.45,25.0,24.0,107.0,109.55,107.5,165.0,165.0,165.0
M1-T09170-M-- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,45,36.0,64.8,49.0,43.0,57.0,51.0,22.0,46.8,31.0,103.2,122.2,106.0,165.0,165.0,165.0
M1-T09170-M-- 01 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T09170WS-- 01 009,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,378,20.0,48.0,23.0,25.0,52.0,46.0,22.0,54.0,27.0,70.0,113.0,106.0,165.0,165.0,165.0
M1-T09170WS-- 01 010,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,218,22.0,24.0,23.0,43.85,62.0,51.0,24.0,37.0,34.0,105.0,108.0,106.0,165.0,165.0,165.0
M1-T09170WS-- 02 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,490,23.0,29.0,24.0,60.0,82.0,74.0,26.0,51.0,33.0,59.0,121.0,88.0,165.0,165.0,165.0
M1-T09170WS-- 02 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2756,23.0,41.0,24.0,44.0,73.0,59.0,28.0,43.0,33.0,74.0,126.0,105.0,165.0,165.0,165.0
M1-T09170WZ-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T09170X3-- 02 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T09170XM-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,20.4,27.2,22.0,45.0,46.0,45.0,23.0,23.0,23.0,106.2,108.0,108.0,165.0,165.0,165.0
M1-T09170XT-- 03 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T10035---- 07 009,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T10035---- 07 011,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T10035B6-- 01 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T10035B7-- 02 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T10035XC-- 01 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T11347W4-- 01 004,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,180,95.0,158.0,119.0,0.0,0.0,0.0,21.0,50.0,37.0,94.0,119.0,110.0,165.0,165.0,165.0
M1-T11347W4-- 02 002,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,42,91.0,105.9,95.0,0.0,0.0,0.0,21.05,44.85,34.0,117.0,120.0,118.0,165.0,165.0,165.0
M1-T11923---- 12 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T13127---- 09 004,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,662,94.0,153.8,104.5,0.0,0.0,0.0,33.0,52.0,41.0,89.0,94.0,92.0,165.0,165.0,165.0
M1-T13127---- 09 005,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,31,117.5,200.5,132.0,0.0,0.0,0.0,39.5,50.0,45.0,80.0,82.0,81.0,165.0,165.0,165.0
M1-T13127---- 09 007,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,8,112.0,117.65,114.0,0.0,0.0,0.0,31.0,33.0,32.0,89.0,128.7,91.0,165.0,165.0,165.0
M1-T13127---- 16 004,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,5,150.6,163.2,154.0,0.0,0.0,0.0,52.4,61.0,58.0,68.0,99.2,93.0,165.0,165.0,165.0
M1-T14150---- 17 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,6,54.0,54.0,54.0,36.5,66.25,44.0,64.25,69.0,68.0,59.25,76.75,60.0,165.0,165.0,165.0
M1-T14150---- 17 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T14150---- 17 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T14885---- 17 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,81,112.0,142.0,122.0,0.0,0.0,0.0,70.0,102.0,82.0,132.0,157.0,136.0,155.0,155.0,155.0
M1-T14885B3-- 01 002,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,12,116.55,132.0,120.0,0.0,0.0,0.0,94.55,104.15,98.0,118.0,121.0,119.5,155.0,155.0,155.0
M1-T14885B3-- 04 002,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,161,113.0,134.0,120.0,0.0,0.0,0.0,84.0,130.0,100.0,75.0,122.0,86.0,155.0,155.0,155.0
M1-T14885B3-- 04 003,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,9,114.8,152.8,129.0,0.0,0.0,0.0,76.4,96.2,84.0,131.4,148.8,133.0,155.0,155.0,155.0
M1-T15192-M-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15192R--- 01 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,65,25.2,39.0,33.0,36.2,54.4,45.0,39.4,54.0,48.0,87.2,134.0,94.0,165.0,165.0,165.0
M1-T15192R--- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,8,18.7,23.65,22.0,39.4,51.65,46.0,31.7,36.65,35.0,92.35,190.25,93.0,165.0,165.0,165.0
M1-T15192R--- 03 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,13,28.2,41.4,29.0,33.2,51.0,43.0,31.6,50.4,35.0,88.4,104.0,95.0,165.0,165.0,165.0
M1-T15192W6-- 03 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15215---- 08 007,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15554---- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15554---- 01 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15554---- 01 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15611W2-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15760---- 06 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,51,38.5,46.0,45.0,41.0,53.0,50.0,32.0,42.5,37.0,115.0,175.5,124.0,165.0,165.0,165.0
M1-T15760---- 06 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,942,39.05,46.0,45.0,45.0,55.0,49.0,29.0,46.0,35.0,116.0,214.0,194.0,165.0,165.0,165.0
M1-T15760---- 08 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15760---- 09 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,11,45.0,46.0,46.0,39.0,54.0,44.0,36.5,139.0,43.0,107.5,161.5,130.0,165.0,165.0,165.0
M1-T15760B--- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,47,42.0,43.0,43.0,55.3,76.1,61.0,52.0,59.7,54.0,183.2,256.6,218.0,165.0,165.0,165.0
M1-T15760B--- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,16,43.5,45.25,45.0,44.75,57.25,48.5,52.25,81.5,59.0,94.5,122.75,97.0,165.0,165.0,165.0
M1-T15760B--- 01 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,22,42.05,46.0,45.0,44.0,52.95,48.5,31.05,48.8,36.0,110.05,149.85,122.0,165.0,165.0,165.0
M1-T15760W--- 03 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,11,52.0,53.0,52.0,42.5,105.0,98.0,59.5,159.5,66.0,85.0,147.5,121.0,165.0,165.0,165.0
M1-T15760W--- 03 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,181,42.0,53.0,43.0,45.0,85.0,57.0,64.0,91.0,73.0,77.0,138.0,84.0,165.0,165.0,165.0
M1-T15760W--- 05 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15760XC-- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,11,42.0,43.0,43.0,51.5,60.5,57.0,53.0,147.0,55.0,172.0,228.5,217.0,165.0,165.0,165.0
M1-T15760XP-- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15899---- 08 008,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T15899---- 08 011,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,102,45.0,46.0,46.0,35.0,63.95,43.0,21.0,43.9,23.0,84.05,116.95,108.0,165.0,165.0,165.0
M1-T15899---- 12 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,13,45.0,45.4,45.0,53.0,68.2,64.0,34.0,52.2,40.0,89.0,159.8,94.0,165.0,165.0,165.0
M1-T15899---- 12 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,29,45.0,45.0,45.0,42.4,75.6,65.0,33.0,58.0,38.0,84.0,95.6,94.0,165.0,165.0,165.0
M1-T16455---- 06 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,8,46.1,74.0,74.0,64.05,90.0,80.5,58.7,67.95,63.5,35.35,108.6,77.0,165.0,165.0,165.0
M1-T16734---- 06 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,83,133.0,274.0,143.0,0.0,0.0,0.0,56.0,68.9,61.0,75.0,98.9,85.0,165.0,165.0,165.0
M1-T16734---- 06 003,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,18,62.55,135.3,131.5,0.0,0.0,0.0,38.25,120.85,41.0,80.0,106.55,81.0,165.0,165.0,165.0
M1-T16734---- 07 001,Silica,NoOilDry,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T17054---- 02 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T17054---- 02 007,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T17054B--- 01 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T17224---- 07 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T17732---- 06 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,46,26.25,36.5,29.5,50.25,81.5,69.0,50.25,86.0,70.0,76.0,93.0,90.5,165.0,165.0,165.0
M1-T17771---- 04 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T17771---- 05 001,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,75,26.0,41.0,31.0,22.0,48.9,27.0,37.0,53.1,44.0,132.0,147.0,136.0,165.0,165.0,165.0
M1-T17771---- 05 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,80,26.95,38.05,33.0,26.0,43.0,32.0,24.95,74.8,47.0,117.0,191.0,119.0,165.0,165.0,165.0
M1-T17771B1-- 01 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,7,26.5,37.8,33.0,26.0,44.6,29.0,57.0,66.0,61.0,93.3,115.1,112.0,165.0,165.0,165.0
M1-T17771X6-- 01 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T18035---- 03 012,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T18035---- 03 013,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T18035---- 05 002,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,10,23.9,26.0,26.0,45.35,57.1,49.0,68.0,116.65,72.5,129.45,142.0,136.5,155.0,155.0,155.0
M1-T19012---- 01 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T19012---- 01 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T19012X1-- 01 004,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T19012X1-- 01 007,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M1-T19065---- 01 005,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,98,53.0,57.0,56.0,43.85,81.3,63.0,47.0,64.0,51.5,75.0,84.35,78.0,165.0,165.0,165.0
M1-T19065---- 01 006,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,42,56.0,57.0,56.0,43.1,58.0,53.0,39.0,64.9,44.0,79.0,99.5,88.0,165.0,165.0,165.0
M1-T19327---- 01 003,Silica,OilWet,ALL,SAME_RECIPE_ROUTE_ANY_MIXER,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
