CompoundName,MixerLine,material_system,phase_route,template_id,historical_order_id,historical_batch_number,historical_actual_kwh,historical_actual_mooney,historical_best_actual_saving_pct,candidate_role,profile_Stage2_DryMixing_Duration,profile_Stage3_OilLoading_Duration,profile_Stage4_WetMixing_Duration,profile_Stage5_PID_Duration,profile_Stage6_BottomMixing_Duration,profile_Target_Temperature,context_difference_ambient_temperature_difference,context_difference_ambient_humidity_difference,context_difference_material_initial_temperature_difference,context_difference_batch_weight_difference,context_difference_fill_factor_difference,context_difference_supplier_COA_difference,context_difference_raw_material_lot_difference,context_difference_mixer_line_difference,context_difference_route_difference,context_difference_historical_batch_age_days
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1579350,2024~1579350,5,27.266666666666666,56.92,2.79,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,17.0,66.0,103.0,145.0,0.7,0.0,2.0,0.0,0.0,4.1,0,0,0,-21
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1579350,2024~1579350,2,27.27,56.92,2.78,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,17.0,5.0,75.0,102.0,145.0,0.7,0.0,5.0,0.0,0.0,4.1,0,0,0,-21
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1579350,2024~1579350,4,27.57531862745098,56.92,1.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,17.0,18.0,65.0,102.0,145.0,0.7,0.0,5.0,0.0,0.0,4.1,0,0,0,-21
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,5,28.050238425925926,53.42,0.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,5.0,73.0,82.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,8,28.210377314814817,53.42,-0.57,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,5.0,74.0,82.0,145.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0,0,0
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,6,28.401733870967742,53.42,-1.25,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,17.0,5.0,70.0,84.0,145.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,7,27.18982175925926,53.42,4.27,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,5.0,74.0,82.0,145.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1579350,2024~1579350,5,27.266666666666666,56.92,4.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,17.0,66.0,103.0,145.0,0.7,0.0,0.0,0.0,0.0,4.1,0,0,0,-21
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1579350,2024~1579350,2,27.27,56.92,3.98,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,17.0,5.0,75.0,102.0,145.0,0.7,0.0,3.0,0.0,0.0,4.1,0,0,0,-21
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1579350,2024~1579350,4,27.57531862745098,56.92,2.91,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,17.0,18.0,65.0,102.0,145.0,0.7,0.0,7.0,0.0,0.0,4.1,0,0,0,-21
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,5,28.050238425925926,53.42,1.24,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,5.0,73.0,82.0,145.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,8,28.210377314814817,53.42,0.67,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,16.0,5.0,74.0,82.0,145.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0,0
M1-B00163RT-- 01 002,MB02,CarbonBlack,OilWet,2024~1539276,2024~1539276,6,28.401733870967742,53.42,0.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,34.0,17.0,5.0,70.0,84.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,3,26.932499999999997,41.87,5.14,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,8.2,55.0,27.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2259982,2259982,1,26.974166666666665,41.11666666666667,5.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,5.0,29.0,43.0,145.0,5.8,23.0,5.0,0.0,0.0,,0,0,0,-16
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2288861,2288861,2,27.05166666666667,42.13333333333333,4.72,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,32.0,43.0,145.0,8.0,26.0,25.0,0.0,0.0,,0,0,0,-35
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,2,27.052916666666665,41.87,4.72,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,31.0,44.0,145.0,8.2,55.0,28.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270571,2270571,1,27.058472222222225,41.72333333333333,4.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,12.0,25.0,43.0,145.0,4.9,28.0,5.0,0.0,0.0,,0,0,0,-22
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2290445,2290445,3,27.069444444444443,41.57,4.66,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,34.0,43.0,145.0,12.5,23.0,23.0,0.0,0.0,,0,0,0,-36
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,2,27.07027777777778,41.31,4.66,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,27.0,43.0,145.0,6.9,40.0,24.0,0.0,0.0,,0,0,0,-31
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,2,27.081111111111113,40.79,4.62,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,32.0,43.0,145.0,4.5,35.0,30.0,0.0,0.0,,0,0,0,-17
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270875,2270875,1,27.084722222222222,41.5,4.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,12.0,23.0,43.0,145.0,4.7,20.0,8.0,0.0,0.0,,0,0,0,-23
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,1,27.094166666666666,40.79,4.58,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,3.0,35.0,42.0,145.0,4.5,35.0,1.0,0.0,0.0,,0,0,0,-17
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2269180,2269180,3,27.109583333333333,41.013333333333335,4.52,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,5.0,39.0,43.0,145.0,7.1,37.0,27.0,0.0,0.0,,0,0,0,-21
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,4,27.125694444444445,41.37,4.46,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,42.0,145.0,6.1,27.0,28.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,3,27.14472222222222,41.37,4.4,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,21.0,12.0,28.0,42.0,145.0,6.1,27.0,28.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,3,27.195555555555554,42.22,4.22,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,27.0,43.0,145.0,11.8,35.0,34.0,0.0,0.0,,0,0,0,-12
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2231055,2231055,1,27.215833333333332,41.93333333333333,4.15,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,23.0,11.0,26.0,38.0,145.0,1.0,6.0,4.0,0.0,0.0,23.0,0,0,0,1
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,3,27.281805555555557,41.25,3.91,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,14.0,26.0,44.0,145.0,7.5,26.0,28.0,0.0,0.0,42.5,0,0,0,-14
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,1,27.315833333333334,41.31,3.79,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,30.0,44.0,145.0,6.9,40.0,2.0,0.0,0.0,,0,0,0,-31
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,4,27.320694444444445,41.25,3.78,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,7.5,26.0,22.0,0.0,0.0,42.5,0,0,0,-14
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,2,27.326805555555556,41.37,3.76,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,29.0,43.0,145.0,6.1,27.0,25.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,2,27.347083333333334,42.55,3.68,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,12.0,30.0,43.0,145.0,11.8,35.0,25.0,0.0,0.0,,0,0,0,-12
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,3,26.932499999999997,41.87,-1.55,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,8.2,55.0,10.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2259982,2259982,1,26.974166666666665,41.11666666666667,-1.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,5.0,29.0,43.0,145.0,5.8,23.0,12.0,0.0,0.0,,0,0,0,-16
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2288861,2288861,2,27.05166666666667,42.13333333333333,-2.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,32.0,43.0,145.0,8.0,26.0,8.0,0.0,0.0,,0,0,0,-35
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,2,27.052916666666665,41.87,-2.0,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,31.0,44.0,145.0,8.2,55.0,11.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270571,2270571,1,27.058472222222225,41.72333333333333,-2.02,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,12.0,25.0,43.0,145.0,4.9,28.0,22.0,0.0,0.0,,0,0,0,-22
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2290445,2290445,3,27.069444444444443,41.57,-2.06,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,34.0,43.0,145.0,12.5,23.0,6.0,0.0,0.0,,0,0,0,-36
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,2,27.07027777777778,41.31,-2.07,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,27.0,43.0,145.0,6.9,40.0,7.0,0.0,0.0,,0,0,0,-31
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,2,27.081111111111113,40.79,-2.11,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,32.0,43.0,145.0,4.5,35.0,13.0,0.0,0.0,,0,0,0,-17
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270875,2270875,1,27.084722222222222,41.5,-2.12,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,12.0,23.0,43.0,145.0,4.7,20.0,25.0,0.0,0.0,,0,0,0,-23
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,1,27.094166666666666,40.79,-2.16,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,3.0,35.0,42.0,145.0,4.5,35.0,18.0,0.0,0.0,,0,0,0,-17
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2269180,2269180,3,27.109583333333333,41.013333333333335,-2.21,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,5.0,39.0,43.0,145.0,7.1,37.0,10.0,0.0,0.0,,0,0,0,-21
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,4,27.125694444444445,41.37,-2.27,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,42.0,145.0,6.1,27.0,11.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,3,27.14472222222222,41.37,-2.35,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,21.0,12.0,28.0,42.0,145.0,6.1,27.0,11.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,3,27.195555555555554,42.22,-2.54,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,27.0,43.0,145.0,11.8,35.0,17.0,0.0,0.0,,0,0,0,-12
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2231055,2231055,1,27.215833333333332,41.93333333333333,-2.61,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,23.0,11.0,26.0,38.0,145.0,1.0,6.0,21.0,0.0,0.0,23.0,0,0,0,1
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,3,27.281805555555557,41.25,-2.86,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,14.0,26.0,44.0,145.0,7.5,26.0,11.0,0.0,0.0,42.5,0,0,0,-14
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,1,27.315833333333334,41.31,-2.99,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,30.0,44.0,145.0,6.9,40.0,15.0,0.0,0.0,,0,0,0,-31
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,4,27.320694444444445,41.25,-3.01,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,7.5,26.0,5.0,0.0,0.0,42.5,0,0,0,-14
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,2,27.326805555555556,41.37,-3.03,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,29.0,43.0,145.0,6.1,27.0,8.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,2,27.347083333333334,42.55,-3.11,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,12.0,30.0,43.0,145.0,11.8,35.0,8.0,0.0,0.0,,0,0,0,-12
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,3,26.932499999999997,41.87,-0.91,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,8.2,55.0,3.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2259982,2259982,1,26.974166666666665,41.11666666666667,-1.07,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,5.0,29.0,43.0,145.0,5.8,23.0,19.0,0.0,0.0,,0,0,0,-16
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2288861,2288861,2,27.05166666666667,42.13333333333333,-1.36,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,32.0,43.0,145.0,8.0,26.0,1.0,0.0,0.0,,0,0,0,-35
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,2,27.052916666666665,41.87,-1.36,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,31.0,44.0,145.0,8.2,55.0,4.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270571,2270571,1,27.058472222222225,41.72333333333333,-1.38,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,12.0,25.0,43.0,145.0,4.9,28.0,29.0,0.0,0.0,,0,0,0,-22
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2290445,2290445,3,27.069444444444443,41.57,-1.42,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,34.0,43.0,145.0,12.5,23.0,1.0,0.0,0.0,,0,0,0,-36
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,2,27.07027777777778,41.31,-1.43,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,27.0,43.0,145.0,6.9,40.0,0.0,0.0,0.0,,0,0,0,-31
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,2,27.081111111111113,40.79,-1.47,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,32.0,43.0,145.0,4.5,35.0,6.0,0.0,0.0,,0,0,0,-17
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270875,2270875,1,27.084722222222222,41.5,-1.48,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,12.0,23.0,43.0,145.0,4.7,20.0,32.0,0.0,0.0,,0,0,0,-23
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,1,27.094166666666666,40.79,-1.52,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,3.0,35.0,42.0,145.0,4.5,35.0,25.0,0.0,0.0,,0,0,0,-17
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2269180,2269180,3,27.109583333333333,41.013333333333335,-1.57,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,5.0,39.0,43.0,145.0,7.1,37.0,3.0,0.0,0.0,,0,0,0,-21
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,4,27.125694444444445,41.37,-1.63,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,42.0,145.0,6.1,27.0,4.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,3,27.14472222222222,41.37,-1.71,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,21.0,12.0,28.0,42.0,145.0,6.1,27.0,4.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,3,27.195555555555554,42.22,-1.9,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,27.0,43.0,145.0,11.8,35.0,10.0,0.0,0.0,,0,0,0,-12
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2231055,2231055,1,27.215833333333332,41.93333333333333,-1.97,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,23.0,11.0,26.0,38.0,145.0,1.0,6.0,28.0,0.0,0.0,23.0,0,0,0,1
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,3,27.281805555555557,41.25,-2.22,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,14.0,26.0,44.0,145.0,7.5,26.0,4.0,0.0,0.0,42.5,0,0,0,-14
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,1,27.315833333333334,41.31,-2.35,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,30.0,44.0,145.0,6.9,40.0,22.0,0.0,0.0,,0,0,0,-31
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,4,27.320694444444445,41.25,-2.36,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,7.5,26.0,2.0,0.0,0.0,42.5,0,0,0,-14
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,2,27.326805555555556,41.37,-2.39,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,29.0,43.0,145.0,6.1,27.0,1.0,0.0,0.0,,0,0,0,-33
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,2,27.347083333333334,42.55,-2.46,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,12.0,30.0,43.0,145.0,11.8,35.0,1.0,0.0,0.0,,0,0,0,-12
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,3,26.932499999999997,41.87,-0.15,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,7.5,47.0,4.0,0.0,0.0,,0,0,0,-19
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2259982,2259982,1,26.974166666666665,41.11666666666667,-0.31,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,5.0,29.0,43.0,145.0,5.1,15.0,18.0,0.0,0.0,,0,0,0,-15
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2288861,2288861,2,27.05166666666667,42.13333333333333,-0.59,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,32.0,43.0,145.0,7.3,18.0,2.0,0.0,0.0,,0,0,0,-34
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,2,27.052916666666665,41.87,-0.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,31.0,44.0,145.0,7.5,47.0,5.0,0.0,0.0,,0,0,0,-19
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270571,2270571,1,27.058472222222225,41.72333333333333,-0.62,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,12.0,25.0,43.0,145.0,4.2,20.0,28.0,0.0,0.0,,0,0,0,-21
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2290445,2290445,3,27.069444444444443,41.57,-0.66,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,34.0,43.0,145.0,11.8,15.0,0.0,0.0,0.0,,0,0,0,-35
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,2,27.07027777777778,41.31,-0.66,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,27.0,43.0,145.0,6.2,32.0,1.0,0.0,0.0,,0,0,0,-30
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,2,27.081111111111113,40.79,-0.7,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,32.0,43.0,145.0,3.8,27.0,7.0,0.0,0.0,,0,0,0,-16
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2270875,2270875,1,27.084722222222222,41.5,-0.72,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,12.0,23.0,43.0,145.0,4.0,12.0,31.0,0.0,0.0,,0,0,0,-22
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2262189,2262189,1,27.094166666666666,40.79,-0.75,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,3.0,35.0,42.0,145.0,3.8,27.0,24.0,0.0,0.0,,0,0,0,-16
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2269180,2269180,3,27.109583333333333,41.013333333333335,-0.81,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,21.0,5.0,39.0,43.0,145.0,6.4,29.0,4.0,0.0,0.0,,0,0,0,-20
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,4,27.125694444444445,41.37,-0.87,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,5.0,33.0,42.0,145.0,5.4,19.0,5.0,0.0,0.0,,0,0,0,-32
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,3,27.14472222222222,41.37,-0.94,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,21.0,12.0,28.0,42.0,145.0,5.4,19.0,5.0,0.0,0.0,,0,0,0,-32
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,3,27.195555555555554,42.22,-1.13,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,27.0,43.0,145.0,11.1,27.0,11.0,0.0,0.0,,0,0,0,-11
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2231055,2231055,1,27.215833333333332,41.93333333333333,-1.21,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,23.0,11.0,26.0,38.0,145.0,0.3,2.0,27.0,0.0,0.0,67.0,0,0,0,2
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,3,27.281805555555557,41.25,-1.45,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,14.0,26.0,44.0,145.0,6.8,18.0,5.0,0.0,0.0,86.5,0,0,0,-13
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2280726,2280726,1,27.315833333333334,41.31,-1.58,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,46.0,22.0,5.0,30.0,44.0,145.0,6.2,32.0,21.0,0.0,0.0,,0,0,0,-30
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2256800,2256800,4,27.320694444444445,41.25,-1.6,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,6.8,18.0,1.0,0.0,0.0,86.5,0,0,0,-13
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2285647,2285647,2,27.326805555555556,41.37,-1.62,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,11.0,29.0,43.0,145.0,5.4,19.0,2.0,0.0,0.0,,0,0,0,-32
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2253166,2253166,2,27.347083333333334,42.55,-1.69,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,23.0,12.0,30.0,43.0,145.0,11.1,27.0,2.0,0.0,0.0,,0,0,0,-11
M1-B00458---- 12 005,MB02,CarbonBlack,OilWet,2265443,2265443,3,26.932499999999997,41.87,-0.98,HISTORICAL_TEMPLATE_AND_BENCHMARK_ONLY,45.0,22.0,13.0,25.0,43.0,145.0,7.5,47.0,0.0,0.0,0.0,,0,0,0,-19
